name,r1,r2,n_members,members,missing_arms_10k,reason
ac19_31075,YXXYx,YYXXYxxyXyXYYx,1,45999,baseline,incomplete_all_existing_solved
ac19_31079,YYXXyx,YYYXYXXXXyx,2,46006 132185,s20_mk2_mK2,incomplete_all_existing_solved
ac19_31089,YXX,YYxyXYxyXyxYXyx,1,46043,"baseline,s20_mk2",incomplete_all_existing_solved
ac19_31097,YXYXYx,YYYXXXyxYxxYX,1,46061,s20_mk2_mK2,incomplete_all_existing_solved
ac19_31120,YXXXyxx,YYYXyyyXyxx,1,46118,s20_f4,incomplete_all_existing_solved
ac19_31135,YYXXYx,YYYXYYxYXXXYx,1,46150,s20_mk2_mK2,incomplete_all_existing_solved
ac19_31164,YXXyx,YYXyXYXyyxYx,5,46199 76652 82006 121433 132684,"baseline,s20_mk2",incomplete_all_existing_solved
ac19_31165,YXXyx,YYXXyyXXXyxYYx,1,46200,s20_mk2_mK2,incomplete_all_existing_solved
ac19_31172,YYXXXyyxx,YYXXXXXXyX,1,46211,s20_mk2,incomplete_all_existing_solved
ac19_31176,YXXXyXYx,YXYXXyxyXYx,3,46215 85010 134391,s20_f4,incomplete_all_existing_solved
ac19_31180,YXXYx,YYXXYxYXXXyxx,2,46223 65745,"s20_mk2,s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_31186,YYXXyx,YYXXyxYxYYXXX,1,46232,"s20_mk2,s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_31296,YXYXX,YYXyXyxYxxyXyx,1,46441,s20_f4,incomplete_all_existing_solved
ac19_31300,YYXXXYx,YYXXyyxxyx,2,46447 100486,baseline,incomplete_all_existing_solved
ac19_31317,YXXYx,YYXyyXyXYXYxxx,1,46485,s20_mk2,incomplete_all_existing_solved
ac19_31425,YXXyx,YYYYXyyxyXyXXyX,1,46684,s20_mk2,incomplete_all_existing_solved
ac19_31477,YYXXXyX,YYYXXyXYXyyx,1,46766,baseline,incomplete_all_existing_solved
ac19_31482,YXXX,YYYYXyxyyyx,6,46777 89076 108499 138768 148027 155897,baseline,incomplete_all_existing_solved
ac19_3149,YXXYxxyx,YYYxxxxyxYX,2,3875 140814,"s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_3152,YXYXyx,YYXXyXyxxYx,11,3879 16570 28589 29876 44764 63109 94822 98066 117853 145743 148417,s20_mk2,incomplete_all_existing_solved
ac19_3155,YXXyx,YYXyyxYXyxxYxx,1,3882,"s20_mk2,s20_f4",incomplete_all_existing_solved
ac19_31565,YXXyx,YYYYXyyyxyXYxyyX,7,46943 69116 103691 124720 124940 128609 137260,s20_mk2_mK2,incomplete_all_existing_solved
ac19_31569,YXYXX,YYYYYXXXyyyyx,2,46951 53638,s20_mk2,incomplete_all_existing_solved
ac19_31605,YXXyx,YYYYYXyXyyxyx,3,47028 85974 113503,s20_mk2_mK2,incomplete_all_existing_solved
ac19_3161,YYXXyx,YYXYxYXXXyxyx,1,3889,"baseline,s20_mk2_mK2",incomplete_all_existing_solved
ac19_31636,YYXXX,YYXXyxyXXYx,5,47085 72747 79935 81653 108620,"s20_mk2,s20_mk2_mK2",incomplete_all_existing_solved
ac19_3166,YXyXYxx,YYYXYXyXYxx,3,3894 7819 93692,"baseline,s20_mk2",incomplete_all_existing_solved
ac19_31686,YYXXXXyx,YYYXXXyXXyx,1,47178,s20_mk2,incomplete_all_existing_solved
ac19_31692,YXX,YYYXyXyXyxYXXYx,1,47190,s20_mk2_mK2,incomplete_all_existing_solved
ac19_31710,YXXyx,YYXXXYxyXyXX,6,47227 50686 67365 70302 90873 154648,s20_mk2_mK2,incomplete_all_existing_solved
ac19_31711,YXXYXXyX,YYXYxxyXyyx,1,47231,s20_mk2_mK2,incomplete_all_existing_solved
ac19_31715,YXXyx,YYXyxYxyxxyXyx,1,47241,s20_mk2,incomplete_all_existing_solved
ac19_31725,YXX,YYYYYXyXyyyx,4,47254 91566 125464 136104,baseline,incomplete_all_existing_solved
ac19_31736,YXXXyxx,YYXyxyxxYxx,3,47280 92428 151221,s20_mk2,incomplete_all_existing_solved
ac19_31737,YYXXyxx,YYYXXYYXyyxx,1,47281,baseline,incomplete_all_existing_solved
ac19_31765,YYXXXYXX,YYYYXXXyxyX,1,47336,s20_mk2,incomplete_all_existing_solved
ac19_3177,YXXYXXX,YYXXyXXyXYxx,1,3909,"s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_31771,YYXXXyx,YYXXyXyxxxyx,1,47345,"s20_mk2,s20_f4",incomplete_all_existing_solved
ac19_31809,YXXXX,YYYXyyXyXyxYx,1,47418,s20_mk2,incomplete_all_existing_solved
ac19_3182,YYXXXyyxx,YXXXyXyxx,2,3916 24915,"baseline,s20_mk2,s20_mk2_mK2",incomplete_all_existing_solved
ac19_31825,YYXXXyX,YYXXYxxyXXyX,1,47456,"baseline,s20_mk2",incomplete_all_existing_solved
ac19_3184,YYXXXyxx,YXyxYxxyX,7,3920 11766 14363 29815 31616 52185 124687,"baseline,s20_mk2_mK2",incomplete_all_existing_solved
ac19_31856,YXX,YYXyXXXyxYxyx,1,47516,"baseline,s20_mk2",incomplete_all_existing_solved
ac19_31865,YXXyx,YYXYXyXyyXXYXX,1,47535,s20_f4,incomplete_all_existing_solved
ac19_31884,YYXXYx,YYXXyXYXyxxYx,1,47563,s20_mk2_mK2,incomplete_all_existing_solved
ac19_3189,YXXyx,YYYYXyxxyyX,7,3925 19957 70327 110214 113936 129244 138140,"baseline,s20_mk2,s20_mk2_mK2",incomplete_all_existing_solved
ac19_31904,YXXyx,YYXXyXyxxxyXXX,1,47601,"baseline,s20_mk2",incomplete_all_existing_solved
ac19_31919,YXXyxYx,YYXYxyyXYxx,2,47629 66732,s20_f4,incomplete_all_existing_solved
ac19_31931,YXXyx,YYXYXyyxYxyXX,3,47650 97470 113932,baseline,incomplete_all_existing_solved
ac19_31934,YXYXyx,YYXyXXXYYxxyX,1,47654,s20_mk2_mK2,incomplete_all_existing_solved
ac19_31951,YXYXyx,YYXXyXXXYxYYx,1,47684,s20_mk2_mK2,incomplete_all_existing_solved
ac19_31956,YXXyx,YYYYXXXyyXyxx,1,47694,s20_f4,incomplete_all_existing_solved
ac19_31997,YXXyXYx,YYxYXXyyXX,3,47769 94757 101350,baseline,incomplete_all_existing_solved
ac19_32007,YXXYx,YYXyXyxxYYXyx,2,47787 90824,"s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_3204,YXYXyx,YYXXXyxYx,10,3940 51514 57130 84777 87915 93884 94921 109374 118701 124200,baseline,incomplete_all_existing_solved
ac19_32062,YXYXX,YYXyXYxxYXXyyx,1,47904,s20_f4,incomplete_all_existing_solved
ac19_32074,YXYxyx,YYXyxYxYXYxxx,1,47934,"baseline,s20_f4",incomplete_all_existing_solved
ac19_3209,YXXyx,YYXYXXyXyyXXYx,1,3945,s20_f4,incomplete_all_existing_solved
ac19_32095,YXYxyx,YYYXyxYxxYx,4,47977 67723 86949 125209,baseline,incomplete_all_existing_solved
ac19_32124,YXyXXyx,YYXYxxyyxYx,2,48026 93560,s20_f4,incomplete_all_existing_solved
ac19_32130,YYXXYXX,YYYXyyyXXYXYx,1,48043,s20_f4,incomplete_all_existing_solved
ac19_3214,YXXYx,YYYYXXXyyXYxx,3,3950 100275 141761,"s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_32140,YYXXYXX,YYYYXXYXXyX,4,48062 63486 135593 154405,"s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_32145,YXYXYx,YYYYXXXYYxxyX,1,48072,baseline,incomplete_all_existing_solved
ac19_32149,YXXYx,YYYXXyyyXyxxxx,1,48077,baseline,incomplete_all_existing_solved
ac19_32155,YYXXXYxx,YYxxxyXYXXX,2,48086 89530,baseline,incomplete_all_existing_solved
ac19_32166,YYXXXyxx,YYXXXXXYYxx,1,48107,baseline,incomplete_all_existing_solved
ac19_32170,YXXyx,YYXXXXXXXyyXYx,1,48116,s20_mk2_mK2,incomplete_all_existing_solved
ac19_32186,YXXyx,YYXyXYXXXXyX,6,48155 57473 72647 120283 125710 150004,s20_f4,incomplete_all_existing_solved
ac19_3219,YYXXYXX,YYXyyXXYXYx,4,3955 4202 112171 150429,s20_mk2_mK2,incomplete_all_existing_solved
ac19_32206,YXXyx,YYXXYXXyyxYxyX,1,48190,s20_f4,incomplete_all_existing_solved
ac19_32207,YXXyx,YYYXXyyxxxyxYx,1,48192,s20_mk2,incomplete_all_existing_solved
ac19_32212,YXyXYxx,YYYYYXYxx,5,48202 88063 91430 122718 122915,"s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_32217,YXXXXX,YYXXXyyxx,3,48213 91797 152028,baseline,incomplete_all_existing_solved
ac19_32239,YYXXX,YYYXXXyyxYXyx,2,48250 88120,s20_f4,incomplete_all_existing_solved
ac19_32245,YXXYXXX,YYYXyXYXyyx,3,48260 105967 120948,s20_f4,incomplete_all_existing_solved
ac19_32252,YXyXYxx,YYYxYXYXXyyx,3,48272 126214 127005,s20_mk2_mK2,incomplete_all_existing_solved
ac19_32256,YYXYYXXyX,YYXXXyXYx,3,48277 111122 134411,baseline,incomplete_all_existing_solved
ac19_32276,YXXXyxx,YYXyxxxYXyXX,1,48329,baseline,incomplete_all_existing_solved
ac19_32281,YXyXXyX,YYXyxxYXyyX,4,48336 60661 84825 110115,baseline,incomplete_all_existing_solved
ac19_32286,YYXXX,YYXXXyyxYxYXyx,1,48345,baseline,incomplete_all_existing_solved
ac19_3230,YYXXyxx,YYXXXYxyx,9,3967 26039 43752 64561 99747 106341 138913 140195 140575,s20_f4,incomplete_all_existing_solved
ac19_32307,YXYXYx,YYXYxxxyXyX,5,48383 54224 71590 78986 124180,"baseline,s20_mk2",incomplete_all_existing_solved
ac19_32390,YXXyx,YYYXyxxyxYXyxx,1,48557,s20_mk2_mK2,incomplete_all_existing_solved
ac19_32395,YXXYx,YYXYXyXyxyxYx,5,48567 80769 80933 83576 100523,"s20_mk2,s20_f4",incomplete_all_existing_solved
ac19_32405,YXXyx,YYXYYxyxxyyx,5,48584 78340 117600 132254 147265,s20_f4,incomplete_all_existing_solved
ac19_3242,YXXyx,YYXYXXXyXyXX,4,3980 64705 87334 132623,s20_mk2_mK2,incomplete_all_existing_solved
ac19_32446,YXYXyx,YYXyyxxYxYXXX,1,48679,"s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_32454,YXXyXyXX,YYXXyxxxxxx,2,48697 74401,s20_mk2,incomplete_all_existing_solved
ac19_32456,YXXYxxyX,YYXYXXyyx,5,48700 54945 82609 134212 152817,s20_mk2_mK2,incomplete_all_existing_solved
ac19_32461,YXXyx,YYYXyXyxyXyx,5,48706 48825 76383 91835 133411,"s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_3247,YYXXYx,YXXXYxx,38,3986 8093 8959 9293 10366 17961 23275 24774 28356 29865 33517 33562 42366 45195 46274 52390 59352 60223 63350 72241 77495 91174 104701 105480 106086 122483 126881 130280 131539 132160 137226 141106 141968 143551 145111 149620 152734 154699,baseline,incomplete_all_existing_solved
ac19_32487,YXXYx,YYYXXyXXyxyxYx,1,48746,s20_mk2,incomplete_all_existing_solved
ac19_32491,YXX,YYYXyyxyXyyXYYx,1,48756,s20_f4,incomplete_all_existing_solved
ac19_32496,YYXXYx,YYXyyXYXyxxYx,1,48771,baseline,incomplete_all_existing_solved
ac19_32500,YYXXX,YYXyxYXXXYxyyx,1,48779,s20_mk2_mK2,incomplete_all_existing_solved
ac19_32505,YYXXYx,YYXXXyxYxYxYX,1,48790,"baseline,s20_mk2,s20_f4",incomplete_all_existing_solved
ac19_32564,YXXYxYxx,YYxyXyxxyXX,2,48914 110144,s20_mk2,incomplete_all_existing_solved
ac19_32579,YYXXYx,YYYXyXyxyxxyX,1,48951,baseline,incomplete_all_existing_solved
ac19_32594,YYXXyx,YYXXXXXYXYxYx,1,48978,s20_f4,incomplete_all_existing_solved
ac19_32595,YXXyx,YYXXyXXXYxyxxx,1,48981,s20_mk2_mK2,incomplete_all_existing_solved
ac19_3261,YXXyx,YYXYYxyXyxxyx,3,4004 31937 95312,s20_mk2_mK2,incomplete_all_existing_solved
ac19_32629,YYXXX,YYYXYYYXyXyyX,3,49051 95685 102771,s20_f4,incomplete_all_existing_solved
ac19_32634,YXXyx,YYXXyxYYxyXyXX,1,49063,baseline,incomplete_all_existing_solved
ac19_3266,YXXyXXYx,YYxxyXyxxyx,2,4011 113872,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",never_10k
ac19_32684,YXXYx,YYxYXyyXXXYxyx,1,49175,s20_mk2_mK2,incomplete_all_existing_solved
ac19_32695,YXXyx,YYYXXXyyxyxyX,3,49199 101115 124202,"s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_3272,YXyXXyX,YYXYxyxxyxxYxxx,1,4020,s20_mk2,incomplete_all_existing_solved
ac19_32759,YXXyx,YYYXYXXyxyyx,5,49315 57145 64056 94717 130345,s20_mk2_mK2,incomplete_all_existing_solved
ac19_3276,YYXXXXyX,YXyxYXyxx,16,4024 7017 14841 20247 26925 27851 41584 56135 75676 77782 81389 82591 83230 107194 120786 131341,baseline,incomplete_all_existing_solved
ac19_32761,YXXX,YYYXYYXyyyxxyyX,1,49317,s20_f4,incomplete_all_existing_solved
ac19_3277,YXYXyx,YYYxyXYxyXXyx,1,4025,"baseline,s20_mk2,s20_mk2_mK2",incomplete_all_existing_solved
ac19_32817,YXYXX,YYYXXyXYxYXyX,1,49430,"baseline,s20_mk2_mK2",incomplete_all_existing_solved
ac19_3284,YXXyXyX,YYXYxyXyyxx,3,4032 124222 142402,s20_mk2_mK2,incomplete_all_existing_solved
ac19_32855,YXXyx,YYXYXyyXYXyx,5,49502 55035 137262 137285 148993,baseline,incomplete_all_existing_solved
ac19_32875,YXXyx,YYXyXYXXYxyyXX,1,49536,s20_f4,incomplete_all_existing_solved
ac19_3289,YXXyx,YYXyxYxxxxyXX,3,4037 7361 25186,baseline,incomplete_all_existing_solved
ac19_32890,YYXXyx,YYXXXYxyXYxyx,1,49564,s20_mk2_mK2,incomplete_all_existing_solved
ac19_3291,YXXyx,YYYXYxyxyXyxxx,1,4039,s20_f4,incomplete_all_existing_solved
ac19_32910,YYXXXyX,YYYXYXXXyyyx,1,49595,s20_mk2,incomplete_all_existing_solved
ac19_32941,YYXXXXyx,YYXyxYxxyyX,1,49672,s20_mk2,incomplete_all_existing_solved
ac19_32975,YYXyXYXyx,YYXyXyxxx,3,49741 58268 72537,s20_mk2,incomplete_all_existing_solved
ac19_33014,YXYXyx,YYXXXXYYxyXyx,1,49819,s20_f4,incomplete_all_existing_solved
ac19_33059,YXXyXyxx,YYxxyXXyxyX,1,49922,s20_f4,incomplete_all_existing_solved
ac19_3309,YYXXX,YYXyXyxYYXXyx,1,4060,"s20_mk2,s20_mk2_mK2",incomplete_all_existing_solved
ac19_33096,YXYXyx,YYYxYxYXyxyXXyX,2,50000 112880,s20_mk2,incomplete_all_existing_solved
ac19_33109,YXXXXX,YYYXYxxyyyxyX,1,50021,s20_mk2,incomplete_all_existing_solved
ac19_33110,YXYXyx,YYXyXyXYYxxyX,1,50022,baseline,incomplete_all_existing_solved
ac19_33131,YXXYx,YYYYYXYXYxYXyX,2,50059 71350,"s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_3319,YXXXYxx,YYYXYXXyxx,5,4073 61554 93565 109885 151265,"s20_mk2,s20_mk2_mK2",incomplete_all_existing_solved
ac19_332,YXXyx,YYXXYXyXyXXX,7,861 5669 10014 62214 84144 89175 126188,s20_mk2,incomplete_all_existing_solved
ac19_33220,YXXyXyxx,YYYxxxYXXyx,2,50210 128856,s20_mk2,incomplete_all_existing_solved
ac19_33225,YXXyx,YYXYXyxxxyyXYx,1,50220,baseline,incomplete_all_existing_solved
ac19_33289,YXXYx,YYXYYXXyyxxyx,3,50323 87530 124357,baseline,incomplete_all_existing_solved
ac19_3329,YXXyx,YYXXXyyXyyxYXX,1,4083,"baseline,s20_mk2",incomplete_all_existing_solved
ac19_33304,YXXyXyX,YYXXyXyxyXXX,2,50371 128618,s20_f4,incomplete_all_existing_solved
ac19_33324,YXYXyx,YYXyxYXyyXyxx,1,50418,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",never_10k
ac19_33329,YXXyx,YYXyyxxYXXyXYx,1,50432,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",never_10k
ac19_33332,YYXXyx,YYXYxxyyXXXYX,1,50435,"s20_mk2,s20_mk2_mK2",incomplete_all_existing_solved
ac19_33336,YXXyx,YYYXyXyyxYxx,4,50442 61162 82785 148205,s20_f4,incomplete_all_existing_solved
ac19_33341,YXXyx,YYXXXyXYxyXXX,3,50455 78443 144747,"s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_33342,YXXyx,YYXXXyxxyXXXyX,1,50458,s20_f4,incomplete_all_existing_solved
ac19_33362,YYXXYx,YYxYXXXYxxYXX,1,50494,s20_f4,incomplete_all_existing_solved
ac19_33365,YYXXX,YYXXYxyxxYXyyX,1,50501,s20_mk2_mK2,incomplete_all_existing_solved
ac19_33382,YXYXyx,YYYXyyxxxyXXX,1,50532,"baseline,s20_mk2_mK2",incomplete_all_existing_solved
ac19_33394,YXYXXXX,YYYxyXXXXXyx,2,50561 55107,"baseline,s20_f4",incomplete_all_existing_solved
ac19_33406,YXyXXyx,YYYxyXYXyxyx,1,50583,s20_f4,incomplete_all_existing_solved
ac19_33419,YXXYx,YYYxxYXXyyXyx,2,50610 56234,baseline,incomplete_all_existing_solved
ac19_33421,YXXyx,YYYXyXYXYxyyyx,2,50616 102703,s20_f4,incomplete_all_existing_solved
ac19_33426,YYXXX,YYYYXXXyxyyx,2,50623 95067,baseline,incomplete_all_existing_solved
ac19_33429,YXXYx,YYYYXyXXXyxxYx,1,50626,s20_f4,incomplete_all_existing_solved
ac19_33432,YXXXyxx,YYXyxyXyXX,3,50630 79706 104654,s20_f4,incomplete_all_existing_solved
ac19_3344,YXXXyxx,YYXXXyyXXyX,2,4103 101114,"s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_33444,YYXXyxx,YYYXXyyXyxyx,1,50656,"baseline,s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_33449,YXXyx,YYXXXXXyXYXXyx,1,50668,"baseline,s20_mk2_mK2",incomplete_all_existing_solved
ac19_33471,YXXXyxx,YYYXXXyXXyx,2,50724 54486,s20_mk2_mK2,incomplete_all_existing_solved
ac19_33490,YXX,YYXyXyXyXYYXXYx,1,50767,s20_mk2,incomplete_all_existing_solved
ac19_33537,YXXyxYx,YYXyyXXYxxxx,1,50864,s20_mk2_mK2,incomplete_all_existing_solved
ac19_33566,YXXyx,YYYXyyXyxxxxYx,2,50907 133508,baseline,incomplete_all_existing_solved
ac19_33580,YXYXX,YYXYYXyXXyXXYx,1,50944,s20_f4,incomplete_all_existing_solved
ac19_33586,YXXyx,YYYXYXyxxyXXyx,1,50956,s20_mk2,incomplete_all_existing_solved
ac19_33591,YYXXXyx,YYYXyXYxyXyx,1,50963,s20_f4,incomplete_all_existing_solved
ac19_33596,YYXXX,YYYXyxYxyyXyyx,1,50972,s20_mk2,incomplete_all_existing_solved
ac19_33601,YXXyx,YYYYXXXXyyyxxx,1,50987,"baseline,s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_33620,YXyXYxx,YYYXYYXyXYxx,1,51028,"baseline,s20_mk2",incomplete_all_existing_solved
ac19_33630,YYXXyx,YYXyxYYxyXXyx,1,51049,"baseline,s20_mk2",incomplete_all_existing_solved
ac19_33810,YXXYx,YYXYxxyXyXYxyX,1,51434,"s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_33817,YYXXXXYX,YYXyxYYXXyX,2,51450 98858,s20_f4,incomplete_all_existing_solved
ac19_33836,YXXYx,YYYYYYxyXXyXyx,2,51497 81791,s20_mk2_mK2,incomplete_all_existing_solved
ac19_33864,YXXyXyX,YYXyxYYxxyyx,1,51566,s20_f4,incomplete_all_existing_solved
ac19_33866,YXXyx,YYYXYxyyXXyxxx,1,51569,baseline,incomplete_all_existing_solved
ac19_33869,YYXXYXXYx,YYYxxyyXXX,1,51581,s20_mk2,incomplete_all_existing_solved
ac19_33881,YYXXYx,YYXXYxxyXYxYX,1,51612,s20_mk2_mK2,incomplete_all_existing_solved
ac19_33904,YXXyx,YYYXyXyXYYxyyX,2,51659 153688,s20_mk2,incomplete_all_existing_solved
ac19_33912,YXYXX,YYYXyXXyxxyXYx,1,51670,s20_mk2_mK2,incomplete_all_existing_solved
ac19_33914,YYXXyx,YYYXXXXYxyX,2,51675 147617,s20_mk2,incomplete_all_existing_solved
ac19_33929,YYXXYx,YYXYXYYxyXXYx,1,51702,s20_f4,incomplete_all_existing_solved
ac19_33949,YXXYx,YYYXXYxxYXXyyx,1,51740,"s20_mk2,s20_f4",incomplete_all_existing_solved
ac19_3399,YXYXyx,YYXyyXXYxYxYX,1,4165,baseline,incomplete_all_existing_solved
ac19_33992,YYXXXXX,YYYXXXyXyxx,2,51826 135199,s20_mk2_mK2,incomplete_all_existing_solved
ac19_34,YXXyx,YYXXXyxx,25,111 151 9573 14062 14957 21641 23554 36742 43683 54827 63724 68242 70465 71046 76802 76803 99940 111047 113491 122982 128683 139623 140745 148202 148829,s20_mk2_mK2,incomplete_all_existing_solved
ac19_34007,YXXyx,YYXXyXyxyxYxYX,1,51848,"s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_34021,YXYxyx,YYXYxxYXyxxYx,1,51873,s20_mk2,incomplete_all_existing_solved
ac19_34062,YYXXYx,YYxYxxyXXXX,2,51952 85070,baseline,incomplete_all_existing_solved
ac19_34072,YXXyXYxxxyx,YYXXXXyXYXyX,1,51973,s20_mk2_mK2,incomplete_all_existing_solved
ac19_34087,YXXYx,YYxyXyxyXyxyx,5,51998 99512 116297 122952 138567,s20_mk2,incomplete_all_existing_solved
ac19_34162,YXXyx,YYXyXXXXYXyX,8,52159 58772 63131 99441 101152 135322 139755 143328,s20_mk2,incomplete_all_existing_solved
ac19_34182,YXXYx,YYxYXYXyyXXYxx,1,52193,baseline,incomplete_all_existing_solved
ac19_34189,YXYXYx,YYXyXXXyxxxyx,2,52207 140632,s20_f4,incomplete_all_existing_solved
ac19_3419,YXXyxYx,YYYXXYYXyxYx,1,4190,s20_mk2,incomplete_all_existing_solved
ac19_34192,YYXXYx,YYXXXYYxx,6,52212 72663 106206 134835 142746 149810,s20_mk2,incomplete_all_existing_solved
ac19_34195,YXXYx,YYXYxxyXXXyxx,2,52225 58644,baseline,incomplete_all_existing_solved
ac19_34217,YYXXX,YYXYXXXXXyxYx,3,52261 57742 78291,"s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_34222,YXXyx,YYYXYXXXXyyXyx,1,52273,"baseline,s20_mk2",incomplete_all_existing_solved
ac19_34229,YXYXyx,YYYXYXyyXyxxx,1,52285,"baseline,s20_f4",incomplete_all_existing_solved
ac19_34237,YYXXX,YYXyXXXYXYx,6,52301 82813 89801 125334 126008 137049,baseline,incomplete_all_existing_solved
ac19_3424,YYXXX,YYYYxYXyXXyyyx,2,4196 84623,s20_mk2_mK2,incomplete_all_existing_solved
ac19_34240,YYXXyXXYx,YYXyXyxyxx,1,52306,baseline,incomplete_all_existing_solved
ac19_34242,YXXXX,YYYxyXXyxyx,1,52313,s20_f4,incomplete_all_existing_solved
ac19_34247,YYXXyx,YYXXXyXyxYXYx,1,52323,baseline,incomplete_all_existing_solved
ac19_34261,YXXyXyX,YYXXXyxyxxx,3,52351 89749 145408,baseline,incomplete_all_existing_solved
ac19_34266,YXYXX,YYYYXyXyxxxyyyx,1,52362,s20_mk2,incomplete_all_existing_solved
ac19_34271,YXXyx,YYXXyyXXXXYxx,2,52375 118162,s20_f4,incomplete_all_existing_solved
ac19_34272,YXXyx,YYYXYxyyxyXXX,6,52376 85231 97762 112883 139347 155083,"baseline,s20_mk2_mK2",incomplete_all_existing_solved
ac19_34282,YXYXX,YYYXXXYYxyyXX,2,52401 62415,s20_mk2_mK2,incomplete_all_existing_solved
ac19_3429,YXYXYx,YYXXYXXyxxYYx,1,4201,"baseline,s20_mk2,s20_mk2_mK2",incomplete_all_existing_solved
ac19_34297,YXXyXyx,YYYxYxxyxx,3,52422 104942 119880,s20_f4,incomplete_all_existing_solved
ac19_34302,YXXYXXyx,YYxxyXyxxyX,3,52436 109745 145213,baseline,incomplete_all_existing_solved
ac19_34329,YXYXYx,YYYXXXYxxxyyX,1,52499,"baseline,s20_mk2,s20_f4",incomplete_all_existing_solved
ac19_34340,YYXXXXXyX,YXYXXXXXyx,2,52519 74516,s20_mk2,incomplete_all_existing_solved
ac19_34354,YXX,YYxYxyXXXyxyx,1,52545,s20_f4,incomplete_all_existing_solved
ac19_34355,YXXyx,YYYXXXyxxyyxYx,1,52547,s20_f4,incomplete_all_existing_solved
ac19_34359,YYXXXYx,YYXyyxxxYXXX,1,52554,s20_f4,incomplete_all_existing_solved
ac19_34360,YXXyxYx,YYYxYYxYXXYX,1,52555,baseline,incomplete_all_existing_solved
ac19_3437,YXXYx,YYYXXYYXXYxyx,3,4214 77137 142246,s20_f4,incomplete_all_existing_solved
ac19_3439,YYXXYXyxx,YYXXXyxxx,5,4216 103719 118582 143857 154592,s20_mk2_mK2,incomplete_all_existing_solved
ac19_34410,YXXX,YYXyXYXyXyXYx,1,52649,baseline,incomplete_all_existing_solved
ac19_34411,YXXYxxyx,YYxxYYxxYxx,3,52650 80141 129382,"baseline,s20_mk2",incomplete_all_existing_solved
ac19_3442,YXyXXyX,YYXYXyyxyXYXyXyX,1,4221,s20_f4,incomplete_all_existing_solved
ac19_34427,YYYXYXXyx,YYxYXXXyx,1,52693,s20_mk2,incomplete_all_existing_solved
ac19_34459,YXXyx,YYXYXyyXyxxyXX,1,52761,s20_mk2_mK2,incomplete_all_existing_solved
ac19_3447,YXXXX,YYXXXyXyyXYxYx,2,4227 130464,baseline,incomplete_all_existing_solved
ac19_34475,YXyxYXXyx,YYYXXyyxYXyx,2,52794 142330,s20_mk2,incomplete_all_existing_solved
ac19_34509,YXXYXXyX,YYXXXyyxx,4,52858 125700 131094 143619,"s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_34515,YYXXXyyxx,YYXyxYXyxx,1,52864,s20_f4,incomplete_all_existing_solved
ac19_34519,YXXyx,YYXXyyXXYXyyX,1,52872,s20_mk2,incomplete_all_existing_solved
ac19_34520,YXX,YYYYxyXXyyxyx,1,52873,"baseline,s20_mk2,s20_mk2_mK2",incomplete_all_existing_solved
ac19_34529,YXXyx,YYYXXXyyxxyXyx,1,52888,"baseline,s20_mk2",incomplete_all_existing_solved
ac19_34532,YXYXYXX,YYXXyyXyxYYx,1,52894,s20_f4,incomplete_all_existing_solved
ac19_34545,YXXXXYxYxx,YXYxYXYxYXX,2,52917 87001,baseline,incomplete_all_existing_solved
ac19_34575,YYXXYx,YYxYXXXYxyXYx,1,52967,baseline,incomplete_all_existing_solved
ac19_3460,YXXXyXyXX,YYxxxxxyxx,2,4241 84027,s20_mk2_mK2,incomplete_all_existing_solved
ac19_34601,YXXYx,YYXYYxxyXyXyx,2,53008 100043,"baseline,s20_mk2",incomplete_all_existing_solved
ac19_34625,YXyXXyX,YYYYXyxxxyyx,1,53062,s20_f4,incomplete_all_existing_solved
ac19_3464,YYXXXyX,YYxyXyXXYX,4,4245 31652 62583 150933,"s20_mk2,s20_f4",incomplete_all_existing_solved
ac19_3465,YYXXX,YYXyxYxxyyXXyx,1,4246,s20_f4,incomplete_all_existing_solved
